ordering,tick,event_index,agent_id,rule_hypothesis,predicted_action,actual_action,accuracy,coherence,prediction_entropy
reversed,60,200,agent5,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",die,rest,0,0.8000,0.8896
reversed,60,201,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,move,rest,0,0.2500,0.8896
reversed,60,202,agent3,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.2500,0.7569
reversed,60,203,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.2500,0.8896
reversed,60,204,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.7000,0.7569
reversed,59,205,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.8000,0.7569
reversed,59,206,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.9000,0.7569
reversed,59,207,agent3,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,59,208,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,59,209,agent1,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.2500,0.7569
reversed,58,210,agent5,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.7000,0.7569
reversed,58,211,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,move,rest,0,0.2500,0.8896
reversed,58,212,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,die,rest,0,0.7000,0.8896
reversed,58,213,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.8000,0.7569
reversed,58,214,agent1,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",migrate,rest,0,0.2500,0.8896
reversed,57,215,agent5,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",migrate,eat,0,0.7000,0.8896
reversed,57,216,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,migrate,eat,0,0.2500,0.8896
reversed,57,217,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,eat,0,0.7000,0.7569
reversed,57,218,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,eat,0,0.8000,0.7569
reversed,57,219,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,eat,0,0.9000,0.7569
reversed,56,220,agent5,The sequence suggests weak structure because outcomes precede the states that explain them.,die,rest,0,0.2500,0.8896
reversed,56,221,agent4,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",eat,rest,0,0.2500,0.7569
reversed,56,222,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.2500,0.7569
reversed,56,223,agent2,The sequence suggests weak structure because outcomes precede the states that explain them.,eat,rest,0,0.2500,0.7569
reversed,56,224,agent1,The sequence suggests weak structure because outcomes precede the states that explain them.,eat,rest,0,0.7000,0.7569
reversed,55,225,agent5,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",eat,rest,0,0.2500,0.7569
reversed,55,226,agent4,The sequence suggests weak structure because outcomes precede the states that explain them.,eat,rest,0,0.2500,0.7569
reversed,55,227,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,move,rest,0,0.2500,0.8896
reversed,55,228,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.7000,0.8896
reversed,55,229,agent1,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",die,rest,0,0.2500,0.8896
reversed,54,230,agent5,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.2500,0.7569
reversed,54,231,agent4,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",eat,rest,0,0.2500,0.8896
reversed,54,232,agent3,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.7000,0.7569
reversed,54,233,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,move,rest,0,0.2500,0.8896
reversed,54,234,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,unknown,rest,0,0.7000,0.8896
reversed,53,235,agent5,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",unknown,rest,0,0.2500,0.8896
reversed,53,236,agent4,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",die,rest,0,0.7000,0.8896
reversed,53,237,agent3,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.2500,0.7569
reversed,53,238,agent2,The sequence suggests weak structure because outcomes precede the states that explain them.,die,rest,0,0.7000,0.8896
reversed,53,239,agent1,The sequence suggests weak structure because outcomes precede the states that explain them.,die,rest,0,0.8000,0.8896
reversed,52,240,agent5,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,52,241,agent4,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",move,rest,0,0.7000,0.8896
reversed,52,242,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,52,243,agent2,The sequence suggests weak structure because outcomes precede the states that explain them.,migrate,rest,0,0.2500,0.8896
reversed,52,244,agent1,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,51,245,agent5,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.7000,0.7569
reversed,51,246,agent4,The sequence suggests weak structure because outcomes precede the states that explain them.,migrate,rest,0,0.2500,0.8896
reversed,51,247,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,51,248,agent2,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.2500,0.7569
reversed,51,249,agent1,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,50,250,agent5,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",move,rest,0,0.7000,0.8896
reversed,50,251,agent4,The sequence suggests weak structure because outcomes precede the states that explain them.,move,rest,0,0.2500,0.8896
reversed,50,252,agent3,The sequence suggests weak structure because outcomes precede the states that explain them.,unknown,rest,0,0.7000,0.8896
reversed,50,253,agent2,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,50,254,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,unknown,rest,0,0.2500,0.8896
reversed,49,255,agent5,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",die,rest,0,0.2500,0.8896
reversed,49,256,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,49,257,agent3,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,49,258,agent2,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.2500,0.7569
reversed,49,259,agent1,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.7000,0.7569
reversed,48,260,agent5,The sequence suggests weak structure because outcomes precede the states that explain them.,migrate,rest,0,0.8000,0.8896
reversed,48,261,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,48,262,agent3,The sequence suggests weak structure because outcomes precede the states that explain them.,die,rest,0,0.2500,0.8896
reversed,48,263,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,48,264,agent1,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",unknown,rest,0,0.2500,0.8896
reversed,47,265,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,47,266,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,die,rest,0,0.7000,0.8896
reversed,47,267,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.8000,0.7569
reversed,47,268,agent2,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",eat,rest,0,0.2500,0.8896
reversed,47,269,agent1,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",die,rest,0,0.7000,0.8896
reversed,46,270,agent5,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",eat,rest,0,0.8000,0.8896
reversed,46,271,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,move,rest,0,0.2500,0.8896
reversed,46,272,agent3,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,46,273,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,46,274,agent1,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,45,275,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,die,rest,0,0.2500,0.8896
reversed,45,276,agent4,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.2500,0.7569
reversed,45,277,agent3,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",unknown,rest,0,0.2500,0.8896
reversed,45,278,agent2,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",eat,rest,0,0.7000,0.8896
reversed,45,279,agent1,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.8000,0.7569
reversed,44,280,agent5,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.9000,0.7569
reversed,44,281,agent4,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,1.0000,0.7569
reversed,44,282,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,die,rest,0,0.2500,0.8896
reversed,44,283,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.7000,0.7569
reversed,44,284,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,migrate,rest,0,0.8000,0.8896
reversed,43,285,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.9000,0.8896
reversed,43,286,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,die,rest,0,1.0000,0.8896
reversed,43,287,agent3,The sequence suggests weak structure because outcomes precede the states that explain them.,migrate,rest,0,0.2500,0.8896
reversed,43,288,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,move,rest,0,0.2500,0.8896
reversed,43,289,agent1,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,42,290,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,die,rest,0,0.2500,0.8896
reversed,42,291,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,unknown,rest,0,0.7000,0.8896
reversed,42,292,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,unknown,rest,0,0.8000,0.8896
reversed,42,293,agent2,The sequence suggests weak structure because outcomes precede the states that explain them.,eat,rest,0,0.2500,0.8896
reversed,42,294,agent1,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,41,295,agent5,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",unknown,rest,0,0.7000,0.8896
reversed,41,296,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.2500,0.8896
reversed,41,297,agent3,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,41,298,agent2,The sequence suggests weak structure because outcomes precede the states that explain them.,die,rest,0,0.2500,0.8896
reversed,41,299,agent1,The sequence suggests weak structure because outcomes precede the states that explain them.,eat,rest,0,0.7000,0.8896
reversed,40,300,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,40,301,agent4,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.2500,0.7569
reversed,40,302,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,die,rest,0,0.2500,0.8896
reversed,40,303,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,migrate,rest,0,0.7000,0.8896
reversed,40,304,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.8000,0.7569
reversed,39,305,agent5,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,39,306,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,39,307,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,die,rest,0,0.7000,0.8896
reversed,39,308,agent2,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,39,309,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,38,310,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.7000,0.7569
reversed,38,311,agent4,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.2500,0.7569
reversed,38,312,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,38,313,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.7000,0.7569
reversed,38,314,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,unknown,rest,0,0.8000,0.8896
reversed,37,315,agent5,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",move,eat,0,0.2500,0.8896
reversed,37,316,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,eat,1,0.2500,0.8896
reversed,37,317,agent3,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",die,eat,0,0.2500,0.8896
reversed,37,318,agent2,The sequence suggests weak structure because outcomes precede the states that explain them.,move,eat,0,0.2500,0.8896
reversed,37,319,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,unknown,eat,0,0.2500,0.8896
reversed,36,320,agent5,The sequence suggests weak structure because outcomes precede the states that explain them.,eat,rest,0,0.2500,0.7569
reversed,36,321,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,move,rest,0,0.2500,0.8896
reversed,36,322,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.7000,0.7569
reversed,36,323,agent2,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",migrate,rest,0,0.2500,0.8896
reversed,36,324,agent1,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",eat,rest,0,0.7000,0.7569
reversed,35,325,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,die,rest,0,0.2500,0.8896
reversed,35,326,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,move,rest,0,0.7000,0.8896
reversed,35,327,agent3,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",eat,rest,0,0.2500,0.7569
reversed,35,328,agent2,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",eat,rest,0,0.7000,0.7569
reversed,35,329,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.2500,0.7569
reversed,34,330,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.7000,0.8896
reversed,34,331,agent4,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.2500,0.7569
reversed,34,332,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,move,rest,0,0.2500,0.8896
reversed,34,333,agent2,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,34,334,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,33,335,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.7000,0.7569
reversed,33,336,agent4,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,33,337,agent3,The sequence suggests weak structure because outcomes precede the states that explain them.,eat,rest,0,0.2500,0.8896
reversed,33,338,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,33,339,agent1,The sequence suggests weak structure because outcomes precede the states that explain them.,eat,rest,0,0.2500,0.8896
reversed,32,340,agent5,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",eat,rest,0,0.2500,0.8896
reversed,32,341,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,32,342,agent3,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,32,343,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,migrate,rest,0,0.2500,0.8896
reversed,32,344,agent1,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.2500,0.7569
reversed,31,345,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,die,rest,0,0.2500,0.8896
reversed,31,346,agent4,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",migrate,rest,0,0.2500,0.8896
reversed,31,347,agent3,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.2500,0.7569
reversed,31,348,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.2500,0.8896
reversed,31,349,agent1,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,30,350,agent5,The sequence suggests weak structure because outcomes precede the states that explain them.,move,rest,0,0.2500,0.8896
reversed,30,351,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,30,352,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,die,rest,0,0.7000,0.8896
reversed,30,353,agent2,The sequence suggests weak structure because outcomes precede the states that explain them.,unknown,rest,0,0.2500,0.8896
reversed,30,354,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.2500,0.8896
reversed,29,355,agent5,The sequence suggests weak structure because outcomes precede the states that explain them.,eat,rest,0,0.2500,0.8896
reversed,29,356,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.2500,0.8896
reversed,29,357,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,migrate,rest,0,0.7000,0.8896
reversed,29,358,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,migrate,rest,0,0.8000,0.8896
reversed,29,359,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,migrate,rest,0,0.9000,0.8896
reversed,28,360,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,1.0000,0.7569
reversed,28,361,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,die,rest,0,1.0000,0.8896
reversed,28,362,agent3,The sequence suggests weak structure because outcomes precede the states that explain them.,eat,rest,0,0.2500,0.8896
reversed,28,363,agent2,The sequence suggests weak structure because outcomes precede the states that explain them.,die,rest,0,0.7000,0.8896
reversed,28,364,agent1,The sequence suggests weak structure because outcomes precede the states that explain them.,migrate,rest,0,0.8000,0.8896
reversed,27,365,agent5,The sequence suggests weak structure because outcomes precede the states that explain them.,migrate,rest,0,0.9000,0.8896
reversed,27,366,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,27,367,agent3,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.2500,0.7569
reversed,27,368,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,unknown,rest,0,0.2500,0.8896
reversed,27,369,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,die,rest,0,0.7000,0.8896
reversed,26,370,agent5,The sequence suggests weak structure because outcomes precede the states that explain them.,move,rest,0,0.2500,0.8896
reversed,26,371,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.2500,0.8896
reversed,26,372,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,unknown,rest,0,0.7000,0.8896
reversed,26,373,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.8000,0.7569
reversed,26,374,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.9000,0.8896
reversed,25,375,agent5,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,25,376,agent4,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",eat,rest,0,0.7000,0.8896
reversed,25,377,agent3,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",migrate,rest,0,0.8000,0.8896
reversed,25,378,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.2500,0.8896
reversed,25,379,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,unknown,rest,0,0.7000,0.8896
reversed,24,380,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.8000,0.7569
reversed,24,381,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,move,rest,0,0.9000,0.8896
reversed,24,382,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,1.0000,0.7569
reversed,24,383,agent2,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",die,rest,0,0.2500,0.8896
reversed,24,384,agent1,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.2500,0.7569
reversed,23,385,agent5,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",unknown,rest,0,0.2500,0.8896
reversed,23,386,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,23,387,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,unknown,rest,0,0.7000,0.8896
reversed,23,388,agent2,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,23,389,agent1,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.2500,0.7569
reversed,22,390,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,move,rest,0,0.2500,0.8896
reversed,22,391,agent4,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,22,392,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,move,rest,0,0.2500,0.8896
reversed,22,393,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,unknown,rest,0,0.7000,0.8896
reversed,22,394,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.8000,0.7569
reversed,21,395,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.9000,0.7569
reversed,21,396,agent4,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.2500,0.7569
reversed,21,397,agent3,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,21,398,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,die,rest,0,0.2500,0.8896
reversed,21,399,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.7000,0.7569
reversed,20,400,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,unknown,rest,0,0.8000,0.8896
reversed,20,401,agent4,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",move,rest,0,0.2500,0.8896
reversed,20,402,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,20,403,agent2,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",eat,rest,0,0.2500,0.8896
reversed,20,404,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,19,405,agent5,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",eat,rest,0,0.2500,0.8896
reversed,19,406,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,migrate,rest,0,0.2500,0.8896
reversed,19,407,agent3,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",unknown,rest,0,0.2500,0.8896
reversed,19,408,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,19,409,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.7000,0.8896
reversed,18,410,agent5,The sequence suggests weak structure because outcomes precede the states that explain them.,eat,rest,0,0.2500,0.8896
reversed,18,411,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.2500,0.8896
reversed,18,412,agent3,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",migrate,rest,0,0.2500,0.8896
reversed,18,413,agent2,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.7000,0.7569
reversed,18,414,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,17,415,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.7000,0.7569
reversed,17,416,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,migrate,rest,0,0.8000,0.8896
reversed,17,417,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.9000,0.7569
reversed,17,418,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,unknown,rest,0,1.0000,0.8896
reversed,17,419,agent1,The sequence suggests weak structure because outcomes precede the states that explain them.,die,rest,0,0.2500,0.8896
reversed,16,420,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,move,rest,0,0.2500,0.8896
reversed,16,421,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,die,rest,0,0.7000,0.8896
reversed,16,422,agent3,The sequence suggests weak structure because outcomes precede the states that explain them.,eat,rest,0,0.2500,0.8896
reversed,16,423,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.2500,0.8896
reversed,16,424,agent1,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.2500,0.7569
reversed,15,425,agent5,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.7000,0.7569
reversed,15,426,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,15,427,agent3,The sequence suggests weak structure because outcomes precede the states that explain them.,move,rest,0,0.2500,0.8896
reversed,15,428,agent2,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",migrate,rest,0,0.2500,0.8896
reversed,15,429,agent1,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.7000,0.7569
reversed,14,430,agent5,The sequence suggests weak structure because outcomes precede the states that explain them.,eat,rest,0,0.2500,0.8896
reversed,14,431,agent4,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",eat,rest,0,0.2500,0.8896
reversed,14,432,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,die,rest,0,0.2500,0.8896
reversed,14,433,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,unknown,rest,0,0.7000,0.8896
reversed,14,434,agent1,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,13,435,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,13,436,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.7000,0.7569
reversed,13,437,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,die,rest,0,0.8000,0.8896
